mediaID	file
0	movies/Ferguson_Charles_Inside_Job_fullres.mp4
1	movies/David_Ed_Where_Do_We_Go_From_Here.mp4
2	movies/McKay_Adam_The_Big_Short.mp4
3	movies/Chatzistefanou_Aris_Debtocracy.mp4
